,,,,,, • 공격 주기: 0.98 → 0.94,,,,,, • 보호막: 70 → 80,,,,,, • 생산 시간: 13.6 → 17.9,,,,,,
,,,,,,,,,,,,,,,,,,스커지,,,,,,
,,,,,,,,,,,,,,,,,, • 이동 속도: 5.25 → 4.9,,,,,,
,,,,,,메딕,,,,,, • 중력 구동기 개발 비용: 150/150 → 100/100,,,,,, • 공격력: 307.5 → 375,,,,,,
,,,,,, • 생산 시간: 16.1 → 17.9,,,,,,리버,,,,,,울트라리스크,,,,,,
,,,,,,• 옵티컬 플레어 연구 시간: 64.3 → 57.1,1.20.2,,,,, • 속성 추가: 거대,,,,,, • 공격 주기: 0.60 → 0.63,,,,,,
,,,,,,고스트,,,,,, • 보호막/체력: 80/100 → 70/110,,,,,,,,,,,,
,,,,,, • 체력: 60 → 55,,,,,, • 시야: 9 → 8 → 9,,,1.20.2,,,,,,,,,
,,,,,,벌쳐,,,,,, • 공격 사거리: 10 → 9,,,,,,,,,,,,
,,,,,, • 생산 시간: 19.3 → 21.4,,,,,, • 이동 속도: 1.4 → 1.31,,,,,,,,,,,,
,,,,,, • 공격 주기: 1.32 → 1.25,,,,,,스캐럽,,,,,,,,,,,,
,,,,,,골리앗,,,,,, • 이동 속도: 8.4 → 7.88,,,,,,,,,,,,
,,,,,, • 생산 시간: 22.1 → 25,,,,,, • 내부 반경: 0.1875 → 0.3125,,,,,,,,,,,,
,,,,,, • 공중 공격 주기: 1.03 → 0.94,,,,,,스카웃,,,,,,,,,,,,
,,,,,,레이스,,,,,,• 지상 공격력: 6 (경장갑 +4) x2 → 7 (경장갑·보호막 +3) x2,,,,,,,,,,,,
,,,,,, • 생산 시간: 27.1 → 30,,,,,,,,,,,,,,,,,,
,,,,,, • 뭉치기 모드 토글 능력으로 변경,,,,,, • 지상 공격 주기: 1.12 → 1.25,,,,,,,,,,,,
,,,,,, • 체력: 25 → 20,,,,,,캐리어,,,,,,,,,,,,
,,,,,,드랍십,,,,,, • 인터셉터 출격 지연 시간: 0.27 → 0.33,,,,,,,,,,,,
,,,,,, • 비용: 100/25 → 100/50,,,,,,아비터,,,,,,,,,,,,
,,,,,, • 가속도: 1.93 → 2.45,,,,,, • 비용: 100/350 → 100/300,,,,,,,,,,,,
,,,,,, • 감속도: 1.93 → 2.45,,,,,, • 속성 추가: 거대,,,,,,,,,,,,
,,,,,,사이언스 베슬,,,,,, • 리콜 에너지 소모량: 125 → 100,,,,,,,,,,,,
,,,,,, • 생산 시간: 39.3 → 42.9,,,1.20.2,,,,,,,,,,,,,,,
,,,,,, • 이동 속도: 3.85 → 3.94,,,1.20.2,,,,,,,,,,,,,,,
,,,,,, • 디펜시브 매트릭스 시전 사거리: 10 → 9,,,1.20.3,,,,,,,,,,,,,,,
,,,,,, • 이래디에이트 시전 사거리: 9 → 8,,,1.20.3,,,,,,,,,,,,,,,
,,,,,, • 이래디에이트 시전 선딜레이: 0 → 0.36,,,1.20.3,,,,,,,,,,,,,,,
,,,,,, • 이래디에이트 시전 후딜레이: 0.45 → 0,,,1.20.3,,,,,,,,,,,,,,,
,,,,,, • 이래디에이트 피해 중첩 제거,,,,,,,,,,,,,,,,,,
,,,,,, • 디펜시브 매트릭스 에너지 소모량: 100 → 75,,,,,,,,,,,,,,,,,,
,,,,,, • 디펜시브 매트릭스 보호막: 300 → 250,,,,,,,,,,,,,,,,,,
1.19 (26.05.07)  /  1.19.1 (05.15)  /  1.19.1.1 (05.16),,,,,,,,,,,,,,,,,,,,,,,,
버그 수정 및 기타 변경 사항,1.19.1,,,,,,,,,,,,,,,,,,,,,,,
• 스타2 여왕이 아군 BW 부화장·번식지·군락에 애벌레 생성을 사용할 수 없도록 수정,,,,,,,,,,,,,,,,,,,,,,,,
• 스타2 수정탑이 아군 BW 넥서스 근처에서 차원로 지속 능력을 활성화하지 않도록 수정,,,,,,,,,,,,,,,,,,,,,,,,
• 예언자의 계시 효과가 변태·합체로 생성된 유닛에 이전되지 않도록 수정,,,,,,,,,,,,,,,,,,,,,,,,
• 뮤탈리스크·레이스의 낮은 분리 반경 이동과 관련된 점수 누적 문제 수정,,,,,,,,,,,,,,,,,,,,,,,,
• 메딕이 다른 유닛에 밀리는 동안 치료할 수 있던 문제 수정,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,고스트,1.19.1,,,,,게이트웨이,,,,,,히드라리스크,,,,,,
,,,,,,• 퍼스널 클로킹 초당 에너지 소모량: 0.79 → 1.28,,,,,, • 소환 시간: 46.4 → 48.2 → 46.4,,,1.19.1 / 1.19.1.1,,, • 이동 속도: 3.06 → 3.15,,,,,,
,,,,,,• 공격 주기: 0.98 → 0.94,,,,,,사이버네틱스 코어,,,,,,럴커,,,,,,
,,,,,,벌쳐,,,,,, • 소환 시간: 35.7 → 33.9 → 35.7,,,1.19.1 / 1.19.1.1,,, • 공격력: 20 (경장갑 +5) → 24,,,1.19.1,,,
,,,,,, • 무기 탐색 범위: 5.5 → 5,,,,,,실드 배터리,,,,,,퀸,,,,,,
,,,,,, • 이동 직후 공격 불가 시간: 0.09 → 0.07,,,,,, • 넥서스에서 12칸을 초과한 곳에 소환 시 초기 에너지: 100 → 50,,,1.19.1.1,,,• 변이 시간: 33.6 → 31.4,1.19.1,,,,,
,,,,,, • 이동 중 공격 사거리 편차: 0 → 1,,,,,,질럿,,,,,,디파일러,,,,,,
,,,,,, • 이동 중 공격 원호 편차: 0 → 225,,,,,, • 소환 시간: 26.8 → 25,,,,,,• 변이 시간: 32.1 → 31.4,1.19.1,,,,,
,,,,,, • 이온 추진기 이동 속도 증가량: 40% → 50%,,,,,,하이 템플러,,,,,,,,,,,,
,,,,,,레이스,,,,,, • 소환 시간: 30 → 27.1,,,,,,,,,,,,
,,,,,,• 클로킹 필드 초당 에너지 소모량: 1.05 → 1.28,1.19.1,,,,,다크 템플러,,,,,,,,,,,,
,,,,,,사이언스 베슬,1.19.1,,,,, • 소환 시간: 27.1 → 25,,,,,,,,,,,,
,,,,,,• 이래디에이트 피해 주기: 0.36 → 0.33,,,,,,아칸,,,,,,,,,,,,
,,,,,,• 이래디에이트 지속 시간: 26.8 → 25,,,,,, • 공격력: 30 → 35,,,,,,,,,,,,
,,,,,,• EMP 쇼크웨이브 투사체 초기 속도: 0.7 → 3.15,,,,,,리버,,,,,,,,,,,,
,,,,,,,,,,,, • 시야: 10 → 9,,,1.19.1.1,,,,,,,,,
,,,,,,,,,,,, • 공격 사거리: 9 → 10,,,1.19.1,,,,,,,,,
,,,,,,,,,,,, • 거대 대상 추가 공격력: 0 → 25,,,1.19.1,,,,,,,,,
,,,,,,,,,,,, • 스캐럽 반경: 0.1875 → 0.125,,,1.19.1,,,,,,,,,
,,,,,,,,,,,, • 스캐럽 업그레이드 거대 대상 추가 공격력: 0 → 25,,,1.19.1,,,,,,,,,
,,,,,,,,,,,, • 스캐럽이 활성 상태일 때 첫 재사용 대기시간이 끝나면 무기가 한 번 더 재사용 대기시간에 들어가던 문제 수정,,,1.19.1.1,,,,,,,,,
,,,,,,,,,,,, • 최대 사거리에서 리버가 발사하지 못하던 문제 수정,,,1.19.1.1,,,,,,,,,
,,,,,,,,,,,,스카웃,,,,,,,,,,,,
,,,,,,,,,,,, • 비용: 175/100 → 200/100,,,,,,,,,,,,
,,,,,,,,,,,,커세어,,,,,,,,,,,,
,,,,,,,,,,,, • 공격 원호 편차: 0 → 45,,,,,,,,,,,,
,,,,,,,,,,,, • 공격 후딜레이: 0.36 → 0,,,,,,,,,,,,
,,,,,,,,,,,, • 공격 사거리 편차: 1 → 0.1,,,,,,,,,,,,
,,,,,,,,,,,, • 이동 감속도: 4.375 → 2.5,,,,,,,,,,,,
,,,,,,,,,,,,아비터,,,,,,,,,,,,
,,,,,,,,,,,, • 공격 주기: 2.01 → 1.88,,,1.19.1,,,,,,,,,
1.18 (26.03.21)  /  1.18.1 (04.01)  /  1.18.2 (04.10)  /  1.18.3 (05.01)  /  1.18.3.1 (05.01),,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,배럭,,,,,,파일런,,,,,,성큰 콜로니,,,,,,
,,,,,, • 건설 시간: 46.4 → 50,,,1.18.1,,, • 보호막/체력: 300/300 → 250/250,,,,,, • 공격 주기: 1.34 → 1.25,,,1.18.1,,,
,,,,,,SCV,,,,,,실드 배터리,,,,,,스포어 콜로니,,,,,,
,,,,,, • 공격 주기: 1.07 → 1.1,,,1.18.1,,, • 소환 시간: 25 → 21.4 → 28.6,,,1.18.3,,, • 공격력: 20 → 15,,,1.18.1,,,
,,,,,,메딕,1.18.1,,,,,드라군,,,,,,히드라리스크 덴,,,,,,
,,,,,,• 리스토레이션 에너지 소모량: 50 → 75,,,,,, • 이동 속도: 4.11 → 4.13,,,,,, • 변이 시간: 28.6 → 25,,,,,,
,,,,,,• 리스토레이션 연구 시간: 42.9 → 57.1,,,,,,하이 템플러,,,,,,스파이어,1.18.1,,,,,
,,,,,,• 옵티컬 플레어 에너지 소모량: 75 → 50,,,,,, • 사이오닉 스톰 개발 시간: 71.4 → 78.6,,,,,,• 비용: 200/150 → 150/150 → 200/150,,,,,,
,,,,,,• 옵티컬 플레어 연구 시간: 42.9 → 64.3,,,,,, • 할루시네이션 개발 요구사항 제거,,,,,,• 변이 시간: 71.4 → 66 → 71.4,,,,,,
,,,,,,고스트,1.18.1,,,,, • 할루시네이션 지속 시간: 60.27 → 56.25,,,,,,오버로드,1.18.1,,,,,
,,,,,,• 락다운 연구 비용: 150/150 → 125/125,,,,,, • 할루시네이션 에너지 소모량: 50 → 75,,,,,,• 기낭 갑피 이동 속도 증가량: 2.25 → 2.16,,,,,,
,,,,,,• 뉴클리어 스트라이크 시전 사거리: 13 → 12,,,,,, • 할루시네이션은 탐지기에 의해 드러나지 않음,,,,,,• 배주머니 진화 비용: 150/150 → 200/200,,,,,,
,,,,,,벌쳐,,,,,, • 에너지 소모 능력 효과에 즉시 파괴됨,,,,,,• 배주머니 진화 시간: 64.3 → 71.4,,,,,,
,,,,,, • 공격 주기: 1.36 → 1.32,,,,,,다크 아칸,,,,,,저글링,1.18.2,,,,,
,,,,,, • 스파이더 마인 연구 시간: 57.1 → 50,,,,,, • 마엘스트롬 개발 비용: 150/150 → 100/100,,,,,,• 언버로우 시간: 0.71 → 0.36,,,,,,
,,,,,,골리앗,1.18.1,,,,, • 마인드 컨트롤은 동맹 유닛 대상 지정 불가,,,,,,• 언버로우 무작위 지연: 0.36 → 0.08,,,,,,
,,,,,,• 공중 공격 주기: 0.94 → 1.03,,,,,,셔틀,,,,,,히드라리스크,,,,,,
,,,,,,• 카론 부스터 추가 사거리: +2 → +2.5,,,,,, • 비용: 175 → 200,,,1.18.2,,, • 공격 주기: 0.67 → 0.69,,,1.18.1,,,
,,,,,,드랍십,,,,,, • 보호막: 80 → 70,,,1.18.2,,, • 가시 홈 진화 비용: 100/100 → 125/125 → 75/75,,,1.18.1,,,
,,,,,, • 비용: 100/50 → 100/25,,,,,, • 중력 구동기 개발 비용: 125/125 → 150/150,,,,,, • 언버로우 시간: 0.71 → 0.36,,,1.18.2,,,
,,,,,, • 생산 시간: 25 → 22.9,,,,,, • 중력 구동기 개발 시간: 71.4 → 78.6,,,,,, • 언버로우 무작위 지연: 0.36 → 0.08,,,1.18.2,,,
,,,,,, • 체력: 180 → 150,,,,,,리버,,,,,,럴커,,,,,,
,,,,,,레이스,1.18.2,,,,, • 거대 속성 제거,,,,,, • 공격 사거리: 7 → 8,,,,,,
,,,,,,• 지상 공격력: 14 → 15,,,,,, • 생산 시간: 39.2 → 35.7,,,,,, • 공격력: 25 → 20 (경장갑 +5),,,,,,
,,,,,,• 이동 중 분리 반경: 0.5 → 0.1,,,,,, • 방어력: 1 → 0,,,1.18.2,,, • 공격력 업그레이드: +3 → +2,,,,,,
,,,,,,사이언스 베슬,1.18.1,,,,, • 이동 속도: 1.5 → 1.4,,,1.18.2,,,뮤탈리스크,,,,,,
,,,,,,• 비용: 100/200 → 100/225,,,,,, • 공격 주기: 2.68 → 2.59 → 2.5,,,1.18.2,,, • 이동 가속도: 5.86 → 8.75,,,,,,
,,,,,,• 생산 시간: 34.3 → 39.3,,,,,, • 공격 사거리: 8 → 9,,,1.18.2,,, • 반경: 0.6875 → 0.5,,,,,,
,,,,,,• EMP 쇼크웨이브 연구 비용: 150/150 → 125/125,,,,,, • 스캐럽 생산 시간: 4.69 → 4.38,,,,,, • 분리 반경: 0.4 → 0.5,,,,,,
,,,,,,발키리,,,,,, • 스캐럽 공격력 증가 개발 비용: 125/125 → 150/150,,,,,, • 이동 중 분리 반경: 0.5 → 0.1,,,1.18.1,,,
,,,,,, • 공격 주기: 2.68 → 2.54,,,,,, • 순간이동 유닛 추적 범위: 공격 사거리 내 → 플레이어 시야 내,,,,,, • 공격 사거리: 4.5 → 5,,,,,,
,,,,,,,,,,,,스카웃,,,,,,가디언,1.18.1,,,,,
,,,,,,,,,,,, • 비용: 200/100 → 175/100,,,,,,• 공격력: 25 → 20,,,,,,
,,,,,,,,,,,, • 생산 시간: 34.3 → 32.1,,,,,,• 공격력 업그레이드: +3 → +2 → +3,1.18.2,,,,,
,,,,,,,,,,,, • 체력: 150 → 100,,,,,,• 공격 사거리: 10 → 11,,,,,,
,,,,,,,,,,,, • 가속도: 4.2 → 4.46 → 4.55,,,1.18.3,,,• 공격 주기: 1.34 → 1.25,,,,,,
,,,,,,,,,,,, • 측면 가속도: 4.2 → 2.8 → 4.55,,,1.18.3,,,디바우러,,,,,,
,,,,,,,,,,,, • 이동 속도: 4.46 → 4.55,,,,,, • 비용: 100/50 → 150/50,,,1.18.1,,,
,,,,,,,,,,,,• 지상 공격력: 7 (경장갑 +2) x 2 → 7 (경장갑 +3) x 2 → 6 (경장갑 +4) x 2,1.18.3,,,,, • 공격 사거리: 7 → 8,,,1.18.1,,,
,,,,,,,,,,,, • 지상 공격 선딜레이: 0.07 → 0.12,,,,,, • 공격 주기: 3.11 → 2.54,,,1.18.2,,,
,,,,,,,,,,,, • 공중 공격 주기: 0.98 → 0.89 → 0.94,,,1.18.2,,,퀸,,,,,,
,,,,,,,,,,,,커세어,,,,,,• 패러사이트·브루들링 소환은 광란 유닛 대상 지정 불가,,,,,,
,,,,,,,,,,,, • 회전 속도: 1400 → 2100,,,,,,• 브루들링 소환 시전 사거리: 10 → 9,,,,,,
,,,,,,,,,,,, • 정지 회전 속도: 1050 → 2100,,,,,,디파일러,,,,,,
,,,,,,,,,,,, • 디스럽션 웹 에너지 소모량: 100 → 125,,,1.18.3,,, • 변이 시간: 35.7 → 32.1,,,,,,
,,,,,,,,,,,,캐리어,,,,,,울트라리스크,,,,,,
,,,,,,,,,,,, • 인터셉터 무기: 즉발형으로 변경,,,1.18.2,,, • 반경: 0.875 → 0.75,,,,,,
,,,,,,,,,,,, • 인터셉터 공격 주기: 1.21 → 1.58,,,1.18.2,,, • 모델 크기: 0.8125 → 0.75,,,,,,
,,,,,,,,,,,, • 인터셉터 보호막 재생: 42 → ∞,,,1.18.2,,, • 비용: 175/175 → 200/150,,,1.18.1,,,
,,,,,,,,,,,, • 초기 인터셉터 수: 0 → 4 → 0,,,1.18.3 / 1.18.3.1,,, • 합성 동화 작용 진화 비용: 125/125 → 150/150,,,1.18.1,,,
,,,,,,,,,,,,아비터,,,,,, • 키틴질 장갑 진화 비용: 125/125 → 150/150,,,1.18.1,,,
,,,,,,,,,,,, • 비용: 100/300 → 100/350,,,,,,,,,,,,
,,,,,,,,,,,, • 스테이시스 필드 개발 시간: 71.4 → 64.3,,,,,,,,,,,,
1.17 (25.10.04),,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,마린,,,,,,템플러 아카이브,,,,,,오버로드,,,,,,
빗나감,,,,,, • 생산 시간: 17.1 → 16.1,,,,,, • 건설 시간: 28.6 → 35.7,,,,,, • 기낭 갑피 이동 속도 증가량: 2.16 → 2.25,,,,,,
 • 거신·파수기·공허 포격기·모선·화염차 공격은 다크 스웜 및 부시 속 유닛에게 빗나감,,,,,,,,,,,,,,,,,,,,,,,,
 • 파수기와 화염차 공격에 언덕 빗나감 확률 적용,,,,,,,,,,,,,,,,,,,,,,,,
감염충,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,, • 공격 주기: 0.69 → 0.67,,,,,,다크 템플러,,,,,, • 배주머니 진화 비용: 175/175 → 150/150,,,,,,
,,,,,, • 스팀팩 공격 속도 증가량: 100% → 75%,,,,,, • 소환 시간: 30 → 26.8,,,,,, • 배주머니 진화 시간: 71.4 → 64.3,,,,,,
,,,,,, • 스팀팩 재사용 대기시간: 0 → 0.71,,,,,,,,,,,,히드라리스크,,,,,,
,,,,,, • U-238 탄환 연구 시간: 85.7 → 64.3,,,,,,,,,,,, • 공격 주기: 0.69 → 0.67,,,,,,
,,,,,,파이어뱃,,,,,, • 공격력 업그레이드: +3 → +5,,,,,,럴커,,,,,,
,,,,,, • 생산 시간: 17.1 → 16.1,,,,,,다크 아칸,,,,,, • 공격력 업그레이드: +2 → +3,,,,,,
,,,,,, • 체력: 55 → 50,,,,,, • 피드백 시전 사거리: 10 → 10.5,,,,,,스커지,,,,,,
,,,,,, • 스팀팩 재사용 대기시간: 0 → 0.71,,,,,, • 마인드 컨트롤 대상 유닛은 보급품 소모,,,,,, • 체력: 25 → 30,,,,,,
,,,,,, • 공격은 근접 유형이 아니도록 변경,,,,,,스카웃,,,,,, • 공격 선딜레이: 0.04 → 0,,,,,,
,,,,,,메딕,,,,,,• 지상 공격력: 4 (경장갑 +1) ×4 → 7 (경장갑 +2) ×2,,,,,, • 공대지 무기 보유 유닛 자동 추적,,,,,,
,,,,,, • 생산 시간: 17.1 → 16.1,,,,,,,,,,,,뮤탈리스크,,,,,,
,,,,,,고스트,,,,,, • 지상 공격력 업그레이드: +0.5 → +1,,,,,, • 공격 사거리: 4 → 4.5,,,,,,
,,,,,, • 락다운 지속 시간: 27 → 23.6,,,,,, • 지상 공격 주기: 1.25 → 1.12,,,,,,가디언,,,,,,
,,,,,,스파이더 마인,,,,,, • 지상 공격 선딜레이: 0.12 → 0.07,,,,,, • 공격 선딜레이: 0.12 → 0.07,,,,,,
,,,,,, • 버로우된 스파이더 마인은 50%·25% 방사 피해를 받지 않음,,,,,, • 지상 공격 사거리: 4 → 5,,,,,, • 공격력 업그레이드: +2 → +3,,,,,,
,,,,,,시즈 탱크,,,,,,커세어,,,,,,디바우러,,,,,,
,,,,,, • 동맹 밀어내기 우선순위: 0 → 1,,,,,, • 생산 시간: 22.1 → 22.9,,,,,, • 애시드 스포어 지속 시간: 15 → 27.1,,,,,,
,,,,,,레이스,,,,,, • 디스럽션 웹 에너지: 125 → 100,,,,,, • 애시드 스포어는 인터셉터 출격 지연 시간을 증가시키지 않음,,,,,,
,,,,,, • 지상 공격 사거리: 4 → 5,,,,,, • 디스럽션 웹 지속 시간: 12.5 → 10.7,,,,,,퀸,,,,,,
,,,,,, • 공중 공격 주기: 0.98 → 0.94,,,,,,캐리어,,,,,, • 인스네어 지속 시간: 21.4 → 14.3,,,,,,
,,,,,,발키리,,,,,, • 인터셉터 무기: 즉발 레이저 → 투사체,,,,,, • 인스네어는 포탑형 무기·스캐럽·인터셉터에 영향 없음,,,,,,
,,,,,, • 공격 중 고정시간: 1.65 → 1.6,,,,,, • 인터셉터 투사체 속도: 19.6 → 29.4,,,,,,디파일러,,,,,,
,,,,,, • 광륜 로켓 발사 간격: 0.42 → 0.4,,,,,,아비터,,,,,, • 다크 스웜 지속 시간: 32.1 → 20,,,,,,
,,,,,, • 공격 주기: 2.68 → 2.67,,,,,, • 스테이시스 필드 지속 시간: 32.9 → 23.6,,,,,, • 다크 스웜 내부 버로우 유닛은 방사 피해 외곽 영역 피해를 받지 않음,,,,,,
,,,,,, • 대상 지정 불가 시 이동 가능,,,,,, • 리콜 발동 지연: 1.43 → 0.98,,,,,,울트라리스크,,,,,,
,,,,,,사이언스 베슬,,,,,, • 리콜 관련 지형·경직 문제 수정,,,,,, • 합성 동화 작용 진화 비용: 150/150 → 125/125,,,,,,
,,,,,, • 디펜시브 매트릭스 지속 시간: 42 → 28.6,,,,,,,,,,,, • 키틴질 장갑 진화 비용: 150/150 → 125/125,,,,,,
,,,,,, • EMP 쇼크웨이브 연구 시간: 71.4 → 57.1,,,,,,,,,,,,,,,,,,
,,,,,, • 이래디에이트 효과 범위: 대상 반경 + 1 → 대상 반경 + 1.125,,,,,,,,,,,,,,,,,,
,,,,,,배틀크루저,,,,,,,,,,,,,,,,,,
,,,,,, • 비용: 375/275 → 350/250,,,,,,,,,,,,,,,,,,
,,,,,, • 체력: 550 → 500,,,,,,,,,,,,,,,,,,
,,,,,, • 지상/공중 공격력: 36(기계 +8) → 34,,,,,,,,,,,,,,,,,,
,,,,,, • 지상/공중 공격력 업그레이드: +4 → +3,,,,,,,,,,,,,,,,,,
 • 신경 기생충으로 조종한 일꾼이 건물을 완성한 뒤 생산되는 유닛은 보급품 소모,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
1.16 (25.07.16)  /  1.16.1 (08.08)  /  1.16.2 (08.14)  /  1.16.3 (08.14)  /  1.16.4 (08.30)  /  1.16.5 (09.04)  /  1.16.6 (09.08),,,,,,,,,,,,,,,,,,,,,,,,
스1 일꾼,,,,,,뉴클리어 사일로,,,,,,사이버네틱스 코어,,,,,,에볼루션 챔버,,,,,,
 • 가속도: 4.1125 → 3.9375 (스2 일꾼 가속도: 3.5),,,,,, • 비용: 100/100 → 50/25,,,,,, • 보호막/체력: 500/500 → 550/550,,,,,,• 변이 시간: 20 → 25,1.16.5,,,,,
(스타2 대비 자원 채취율 6% → 5.5%),,,,,[[PATCH_NO_AUTO_DIVIDER]],• 부착 시간: 35.7 → 17.9,,,,,,실드 배터리,,,,,,나이더스 커널,1.16.4,,,,,
진동형,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,배럭,,,,,,• 소환 시간: 21.4 → 25,,,,,,• 비용: 100 → 150,,,,,,
• 중장갑 피해 계수: 37.5% → 25%,,,,,, • 요구 사항: 서플라이 디포,,,,,, • 보호막 재충전 시전 사거리: 5 → 6,,,,,,• 변이 시간: 20 → 25,,,,,,
[[PATCH_DIVIDER]],,,,,,• 건설 시간: 47.9 → 46.4 → 42.9 → 46.4,1.16.3 / 1.16.4,,,,,로보틱스 퍼실리티,,,,,,• 출구 생성 시간: 10.7 → 25,,,,,,
" • 4인용 맵에서 두 플레이어가 한 변에 붙어있을 경우, 미니맵 핑이 50% 확률로 가로 + 세로 형태가 됨.",,,,,,아카데미,,,,,, • 비용: 150/100 → 125/75,,,,,,• 들이기 시간: 0.36 → 0.18,,,,,,
,,,,,, • 비용: 150 → 125 → 150,,1.16.1,,,,• 소환 시간: 39.3 → 32.1,,,,,,해처리,,,,,,
,,,,,,• 건설 시간: 42.9 → 21.4 → 25 → 21.4,1.16.3 / 1.16.4,,,,,로보틱스 서포트 베이,,,,,, • 체력: 1250 → 1500,,,,,,
,,,,,,미사일 터렛,,,,,, • 비용: 150/100 → 175/125,,,,,,레어,,,,,,
,,,,,, • 방어력: 0 → 1 → 0,,1.16.3,,,,• 소환 시간: 28.6 → 35.7,,,,,, • 체력: 1800 → 2000,,,,,,
,,,,,,아머리,,,,,,옵저버토리,,,,,,스포닝 풀,,,,,,
,,,,,,• 건설 시간: 35.7 → 25,,,,,, • 비용: 50/50 → 50/25,,,,,, • 체력: 750 → 1000,,,,,,
,,,,,,• 차량 방어력 업그레이드 비용,1.16.3,,,,,• 소환 시간: 15 → 14.3,,,,,,울트라리스크 캐번,,,,,,
,,,,,,◦ 2단계: 175/175 → 150/150 → 175/175,,,,,,플릿 비콘,,,,,, • 체력: 600 → 850,,,,,,
,,,,,,◦ 3단계: 250/250 → 200/200 → 250/250,,,,,, • 비용: 200/150 → 250/200 → 300/200,,,1.16.1,,,크립 콜로니,,,,,,
,,,,,,사이언스 퍼실리티,,,,,,• 소환 시간: 35.7 → 42.9,,,,,, • 비용: 50 → 25,,,,,,
,,,,,, • 비용: 100/150 → 100/125,,,,,,템플러 아카이브,,,,,,• 변이 시간: 10.7 → 14.3,,,,,,
,,,,,,• 건설 시간: 38.6 → 28.6,,,,,,• 소환 시간: 35.7 → 28.6,,,,,,성큰 콜로니,,,,,,
,,,,,,SCV,,,,,,질럿,,,,,, • 비용: 50 → 75,,,,,,
